article_id,title,journal,pub_year,keywords,abstract,study_region,marine_realm,times_cited,doi,study_type_2,affiliation,mapping_affiliation,mapping_country
21,Coral expansion in Sydney and associated coral-reef fishes,CORAL REEFS,2018,"","","",Central Indo-Pacific,0,10.1007/s00338-018-1727-5,Field-based,"Univ Technol, Fish Ecol Lab, Sydney, NSW 2007",Australia,Australia
24,"Patterns of coexistence of six anemonefish species around subtropical Okinawa-jima Island, Japan",CORAL REEFS,2018,GIANT SEA-ANEMONES; CORAL-REEF; AMPHIPRION-FRENATUS; DIVERSITY; HOST; ABUNDANCE; SIZE; ASSOCIATION; PERIDERAION; TEMPERATE,"The species diversity of anemonefish in tropical regions has been explained by the niche differentiation hypothesis or cohabitation hypothesis. However, anemonefish community structure has seldom been investigated in high-latitude areas. To understand the mechanism underlying species diversity of anemonefish in the northern limits of their distribution and to compare with previous results from tropical and other areas, we investigated the community structure of anemonefish around the western coast of Okinawa-jima Island, Japan. Seven species of host anemones and six species of anemonefish were distributed across the 12 study sites. The diversity index of anemonefish and the host anemone varied among sites; anemonefish diversity increased with diversity of host anemones, which was associated with the ratio of sandy areas and distance from shore. The density of each species of anemonefish increased with the density of the primary host anemone, which suggests that niche differentiation may be occurring. However, results of two species of host anemone (Stichodactyla mertensii, Heteractis magnifica) associated each with two species of anemonefish did not support the niche differentiation hypothesis. Forty-seven percent of S. mertensii were shared by Amphiprion clarkii and A. sandaracinos simultaneously, supporting the cohabitation hypothesis. Amphiprion ocellaris and A. perideraion used the same host H. magnifica, but never shared a host simultaneously. Moreover, anemone size and water depth did not differ between the two anemonefish species, suggesting the possibility of the lottery model. In subtropical Okinawa, 86.7% of species interactions supported the niche differentiation hypothesis, 6.7% supported the cohabitation hypothesis, and 6.7% supported the lottery hypothesis. The mechanisms of coexistence of anemonefish in subtropical regions include not only niche differentiation and cohabitation but also the lottery hypothesis, which has not been reported in tropical regions.","",Eastern Indo-Pacific,1,10.1007/s00338-018-01740-1,Field-based,"Univ Ryukyus, Grad Sch Engn & Sci, 1 Senbaru, Nishihara, Okinawa 9030213",Japan,Japan
25,Holdfasts of Sargassum swartzii are resistant to herbivory and resilient to damage,CORAL REEFS,2018,GREAT-BARRIER-REEF; CORAL-REEF; MACROALGAL HERBIVORY; SEASONAL-CHANGES; PHASE-SHIFTS; KANEOHE BAY; DIVERSITY; DYNAMICS; ALGAE; REGENERATION,"The importance of herbivory in both preventing and reversing shifts to macroalgae dominance on coral reefs has been extensively investigated. However, most studies examining the capacity for herbivores to consume fleshy macroalgae (e.g., Sargassum) have investigated removal of the leafy' biomass without considering the susceptibility of other components of the macroalga, in particular the holdfast, to herbivory. Here, we investigate the susceptibility of Sargassum components (blades, stipes and holdfasts) to herbivory and investigate the capacity for Sargassum to regrow following damage to the holdfast. We placed entire thalli of Sargassum swartzii on the reef crest at Lizard Island, northern Great Barrier Reef, for 24d, and used photographs and video recordings to quantify rates of removal over this period. The blades of the S. swartzii were rapidly removed (100% in 2 d), whereas the stipes were less susceptible to herbivores, with 72% of experimental thalli having partial stipes remaining after 24d. Only one holdfast (out of 54) was removed during the experiment, while all of the remaining holdfasts were largely undamaged. When S. swartzii holdfasts were experimentally damaged, we found no detectable effect on thallus height or holdfast size among regrown thalli after 1 y. There was, however, a 50% reduction in survival for S. swartzii individuals when 75% of the holdfast was removed. This study shows that holdfasts of S. swartzii are extremely resistant to herbivory, and that incidental bites on S. swartzii holdfasts are unlikely to affect their growth or survival unless three-quarters of the holdfast is removed. The capacity of Sargassum to regenerate from damaged holdfasts, coupled with the low rate of herbivory on holdfasts, suggests that sustained browsing (preventing regrowth of the stipe and blades) may be more important in reversing macroalgae dominance than physical removal of holdfasts by herbivorous fishes.","",Central Indo-Pacific,0,10.1007/s00338-018-01745-w,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,Australia
28,The world's largest parrotfish has slow growth and a complex reproductive ecology,CORAL REEFS,2018,GIANT BUMPHEAD PARROTFISH; BOLBOMETOPON-MURICATUM; SPAWNING AGGREGATION; REEF; MARINE; KNOWLEDGE; FISHERY; SUSTAINABILITY; VULNERABILITY; DIVERSITY,"The bumphead parrotfish (Bolbometopon muricatum) is an iconic coral reef species of commercial, subsistence, and cultural value that has faced severe declines across the Indo-Pacific. In this study, we summarized the age-based biological characteristics of B. muricatum based on comprehensive surveys of a small-scale but high-yield fishery in Solomon Islands. We examined the full breadth of the life history, including pelagic larval duration, growth patterns throughout the ontogeny (post-settlement, juvenile, and adult), life span, mortality, age at maturity, and reproductive timing, as well as the size-dependent relative contribution of females to overall reproductive effort. The age-based demographic information supports a sexual pattern of functional gonochorism, whereby sex ratios were consistent throughout the lifespan. After a 25-day pelagic larval duration, the species growth pattern is comparatively slow and differs by sex, where males generally reach larger sizes at a given age than females. This growth pattern is associated with a long life span (at least 30yrs) and low mortality rates (<0.2yr(-1)). Annual and lunar tracking of ovary weights confirmed cyclical spawning activity synchronized just prior to new moon throughout the year. Surprisingly, ovary weights declined in the largest and oldest females, implying lower reproductive output. Instead, lower ovary weights may reflect alternative mating strategies among the largest females whereby spawning frequency and strategy differs among females of different body sizes. These results highlight several novel and previously unknown aspects of this species' biology, and our analyses generate information that can strengthen population models, facilitate stock assessments, support regional management, and provide a baseline for comparative work.","",Central Indo-Pacific,0,10.1007/s00338-018-1723-9,Field-based,"Pacific Otolith Serv, Honolulu",United States,Solomon Islands
29,eDNA detection of corallivorous seastar (Acanthaster cf. solaris) outbreaks on the Great Barrier Reef using digital droplet PCR,CORAL REEFS,2018,OF-THORNS STARFISH; ENVIRONMENTAL DNA; PLANCI; ECHINODERMATA; CAPTURE; LIMITS; TOOL,"Coral loss through consumption by corallivorous crown-of-thorns seastars (CoTS, Acanthaster spp.) is a major contributor to the coral reef crisis in the Indo-Pacific region. The fourth wave of Acanthaster cf. solaris outbreaks since the 1960s started around 2010 on Australia's Great Barrier Reef. Ecological monitoring failed to detect early outbreak stages, thus preventing timely intervention. Here, we develop a digital droplet PCR (ddPCR)-based method to detect environmental DNA (eDNA) of CoTS in 2-l water samples that can be compared with abundances of the species recorded by divers along 200-m(2) transects. Aquarium tests demonstrated that eDNA was readily detectable and increases proportional to the biomass of CoTS (R-2=0.99, p<0.0001). Adaptation from a quantitative PCR technique developed for CoTS larvae (Doyle et al. in Marine Biology 164:176, 2017) to ddPCR improved the limit of quantification (LOQ) by a factor of 45. During field verification on 11 reefs, CoTS eDNA was detectable on all reefs suffering outbreaks. In contrast, CoTS eDNA was absent from post-outbreak' reefs after populations collapsed and from pre-outbreak' reefs. In linear models, CoTS densities explained a high amount of variance of eDNA concentrations, both for water samples taken at the depth of transects (R-2=0.60, p<0.0001) and on the sea surface (R-2=0.46, p=0.0004). The proportion of samples above LOQ was also correlated with CoTS densities, with a similar amount of variance explained as for the concentration (underwater R-2=0.68, p<0.0001; surface R-2=0.49, p=0.0004). We conclude that, after consideration of sampling locations and times, this method is promising for CoTS population monitoring and early detection of outbreaks and might supplement or replace traditional monitoring. Development of automated samplers and possibly on board PCR in the future will further improve early detection.","",Central Indo-Pacific,0,10.1007/s00338-018-1734-6,Field-based,"Australian Inst Marine Sci, PMB 3, Townsville, Qld 4810",Australia,Australia
30,Conserved behavioral circuits govern high-speed decision-making in wild fish shoals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2018,DENSITY-DEPENDENCE; OBJECT APPROACH; LARVAL; ESCAPE; FEAR,"To evade their predators, animals must quickly detect potential threats, gauge risk, and mount a response. Putative neural circuits responsible for these tasks have been isolated in laboratory studies. However, it is unclear whether and how these circuits combine to generate the flexible, dynamic sequences of evasion behavior exhibited by wild, freely moving animals. Here, we report that evasion behavior of wild fish on a coral reef is generated through a sequence of well-defined decision rules that convert visual sensory input into behavioral actions. Using an automated system to present visual threat stimuli to fish in situ, we show that individuals initiate escape maneuvers in response to the perceived size and expansion rate of an oncoming threat using a decision rule that matches dynamics of known loom-sensitive neural circuits. After initiating an evasion maneuver, fish adjust their trajectories using a control rule based on visual feedback to steer away from the threat and toward shelter. These decision rules accurately describe evasion behavior of fish from phylogenetically distant families, illustrating the conserved nature of escape decision-making. Our results reveal how the flexible behavioral responses required for survival can emerge from relatively simple, conserved decision-making mechanisms.","",Eastern Indo-Pacific,0,10.1073/pnas.1809140115,Field-based,"NOAA, Southwest Fisheries Sci Ctr, Santa Cruz",United States,French Polynesia
30,Conserved behavioral circuits govern high-speed decision-making in wild fish shoals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2018,DENSITY-DEPENDENCE; OBJECT APPROACH; LARVAL; ESCAPE; FEAR,"To evade their predators, animals must quickly detect potential threats, gauge risk, and mount a response. Putative neural circuits responsible for these tasks have been isolated in laboratory studies. However, it is unclear whether and how these circuits combine to generate the flexible, dynamic sequences of evasion behavior exhibited by wild, freely moving animals. Here, we report that evasion behavior of wild fish on a coral reef is generated through a sequence of well-defined decision rules that convert visual sensory input into behavioral actions. Using an automated system to present visual threat stimuli to fish in situ, we show that individuals initiate escape maneuvers in response to the perceived size and expansion rate of an oncoming threat using a decision rule that matches dynamics of known loom-sensitive neural circuits. After initiating an evasion maneuver, fish adjust their trajectories using a control rule based on visual feedback to steer away from the threat and toward shelter. These decision rules accurately describe evasion behavior of fish from phylogenetically distant families, illustrating the conserved nature of escape decision-making. Our results reveal how the flexible behavioral responses required for survival can emerge from relatively simple, conserved decision-making mechanisms.","",Eastern Indo-Pacific,0,10.1073/pnas.1809140115,Field-based,"Univ Calif Santa Cruz, Inst Marine Sci, Santa Cruz",United States,French Polynesia
31,The influence of depth and a subsea pipeline on fish assemblages and commercially fished species,PLOS ONE,2018,CORAL-REEF FISH; HABITAT ASSOCIATIONS; ARTIFICIAL REEFS; OIL; OFFSHORE; MORTALITY; SELECTION; ACCURACY; SYSTEM; GROWTH,"Knowledge of marine ecosystems that grow and reside on and around subsea oil and gas infrastructure is required to understand impacts of this offshore industry on the marine environment and inform decommissioning decisions. This study used baited remote underwater stereo-video systems (stereo-BRUVs) to compare species richness, fish abundance and size along 42.3 km of subsea pipeline and in adjacent areas of varying habitats. The pipeline is laid in an onshore-offshore direction enabling surveys to encompass a range of depths from 9 m nearshore out to 140 m depth offshore. Surveys off the pipeline were performed across this depth range and in an array of natural habitats (sand, macroalgae, coral reef) between 1 km and 40 km distance from the pipeline. A total of 14,953 fish were observed comprising 240 species (131 on the pipeline and 225 off-pipeline) and 59 families (39 on the pipeline and 56 off-pipeline) and the length of 8,610 fish were measured. The fish assemblage on and off the pipeline was similar in depths of <80 m. In depths beyond 80 m, the predominant habitat off-pipeline was sand and differences between fish assemblages on and off-pipeline were more pronounced. The pipeline was characterised by higher biomass and abundances of larger-bodied, commercially important species such as: Pristipomoides multidens (goldband snapper), Lutjanus malabaricus (saddletail snapper) and Lutjanus russellii (Moses' snapper) among others, and possessed a catch value 2-3 times higher per stereo-BRUV deployment than that of fish observed off-pipeline. Adjacent natural seabed habitats possessed higher abundances of Atule mate (yellowtail scad), Nemipterus spp. (threadfin bream) and Terapon jarbua (crescent grunter), species of no or low commercial value. This is the first published study to use stereo-BRUVs to report on the importance of subsea infrastructure to commercially important fishes over a depth gradient and increases our knowledge of the fish assemblage associated with subsea infrastructure off north-west Australia. These results provide a greater understanding of ecological and fisheries implications of decommissioning subsea infrastructure on the north-west shelf, and will help better inform decision-making on the fate of infrastructure at different depths.","",Central Indo-Pacific,0,10.1371/journal.pone.0207703,Field-based,"Univ Western Australia, Sch Biol Sci, Crawley, WA",Australia,Australia
31,The influence of depth and a subsea pipeline on fish assemblages and commercially fished species,PLOS ONE,2018,CORAL-REEF FISH; HABITAT ASSOCIATIONS; ARTIFICIAL REEFS; OIL; OFFSHORE; MORTALITY; SELECTION; ACCURACY; SYSTEM; GROWTH,"Knowledge of marine ecosystems that grow and reside on and around subsea oil and gas infrastructure is required to understand impacts of this offshore industry on the marine environment and inform decommissioning decisions. This study used baited remote underwater stereo-video systems (stereo-BRUVs) to compare species richness, fish abundance and size along 42.3 km of subsea pipeline and in adjacent areas of varying habitats. The pipeline is laid in an onshore-offshore direction enabling surveys to encompass a range of depths from 9 m nearshore out to 140 m depth offshore. Surveys off the pipeline were performed across this depth range and in an array of natural habitats (sand, macroalgae, coral reef) between 1 km and 40 km distance from the pipeline. A total of 14,953 fish were observed comprising 240 species (131 on the pipeline and 225 off-pipeline) and 59 families (39 on the pipeline and 56 off-pipeline) and the length of 8,610 fish were measured. The fish assemblage on and off the pipeline was similar in depths of <80 m. In depths beyond 80 m, the predominant habitat off-pipeline was sand and differences between fish assemblages on and off-pipeline were more pronounced. The pipeline was characterised by higher biomass and abundances of larger-bodied, commercially important species such as: Pristipomoides multidens (goldband snapper), Lutjanus malabaricus (saddletail snapper) and Lutjanus russellii (Moses' snapper) among others, and possessed a catch value 2-3 times higher per stereo-BRUV deployment than that of fish observed off-pipeline. Adjacent natural seabed habitats possessed higher abundances of Atule mate (yellowtail scad), Nemipterus spp. (threadfin bream) and Terapon jarbua (crescent grunter), species of no or low commercial value. This is the first published study to use stereo-BRUVs to report on the importance of subsea infrastructure to commercially important fishes over a depth gradient and increases our knowledge of the fish assemblage associated with subsea infrastructure off north-west Australia. These results provide a greater understanding of ecological and fisheries implications of decommissioning subsea infrastructure on the north-west shelf, and will help better inform decision-making on the fate of infrastructure at different depths.","",Central Indo-Pacific,0,10.1371/journal.pone.0207703,Field-based,"Univ Western Australia, UWA Oceans Inst, Crawley, WA",Australia,Australia
34,Marginal sinks or potential refuges? Costs and benefits for coral-obligate reef fishes at deep range margins,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,FEEDING TERRITORY SIZE; CLIMATE-CHANGE; ELEVATIONAL GRADIENT; HOME-RANGE; BUTTERFLYFISH; DETERMINANTS; ALTITUDE; LIFE; RESILIENCE; ECOSYSTEMS,"Escalating climate-related disturbances and asymmetric habitat losses will increasingly result in species living in more marginal habitats. Marginal habitats may represent important refuges if individuals can acquire adequate resources to survive and reproduce. However, resources at range margins are often distributed more sparsely; therefore, increased effort to acquire resources can result in suboptimal performance and lead to marginal populations becoming non-self-sustaining sink-populations. Shifting resource availability is likely to be particularly problematic for dietary specialists. Here, we use extensive in situ behavioural observations and physiological condition measurements to examine the costs and benefits of resource-acquisition along a depth gradient in two obligate corallivore reef fishes with contrasting levels of dietary specialization. As expected, the space used to secure coral resources increased towards the lower depth margin. However, increased territory sizes resulted in equal or greater availability of resources within deeper territories. In addition, we observed decreased competition and no differences in foraging distance, pairing behaviour, body condition or fecundity at greater depths. Contrary to expectation, our results demonstrate that coral-obligate fishes can select high-quality coral patches on the deeper-reef to access equal or greater resources than their shallow-water counterparts, with no extra costs. This suggests depth offers a viable potential refuge for some at-risk coral-specialist fishes.","",Central Indo-Pacific,0,10.1098/rspb.2018.1545,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811",Australia,Papua New Guinea
34,Marginal sinks or potential refuges? Costs and benefits for coral-obligate reef fishes at deep range margins,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,FEEDING TERRITORY SIZE; CLIMATE-CHANGE; ELEVATIONAL GRADIENT; HOME-RANGE; BUTTERFLYFISH; DETERMINANTS; ALTITUDE; LIFE; RESILIENCE; ECOSYSTEMS,"Escalating climate-related disturbances and asymmetric habitat losses will increasingly result in species living in more marginal habitats. Marginal habitats may represent important refuges if individuals can acquire adequate resources to survive and reproduce. However, resources at range margins are often distributed more sparsely; therefore, increased effort to acquire resources can result in suboptimal performance and lead to marginal populations becoming non-self-sustaining sink-populations. Shifting resource availability is likely to be particularly problematic for dietary specialists. Here, we use extensive in situ behavioural observations and physiological condition measurements to examine the costs and benefits of resource-acquisition along a depth gradient in two obligate corallivore reef fishes with contrasting levels of dietary specialization. As expected, the space used to secure coral resources increased towards the lower depth margin. However, increased territory sizes resulted in equal or greater availability of resources within deeper territories. In addition, we observed decreased competition and no differences in foraging distance, pairing behaviour, body condition or fecundity at greater depths. Contrary to expectation, our results demonstrate that coral-obligate fishes can select high-quality coral patches on the deeper-reef to access equal or greater resources than their shallow-water counterparts, with no extra costs. This suggests depth offers a viable potential refuge for some at-risk coral-specialist fishes.","",Central Indo-Pacific,0,10.1098/rspb.2018.1545,Field-based,"James Cook Univ, Marine Biol & Aquaculture Sci, Coll Sci & Engn, Townsville, Qld 4811",Australia,Papua New Guinea
