"","ID","TI","SO","KW","AB","TC","DI","PY","AU","AO","IN","CO"
"14",1679,"Mesophotic coral ecosystems are threatened and ecologically distinct from shallow water reefs","SCIENCE","FISH; COMMUNITIES; ISLANDS; DEPTHS","The rapid degradation of coral reefs is one of themost serious biodiversity problems facing our generation. Mesophotic coral reefs (at depths of 30 to 150 meters) have been widely hypothesized to provide refuge from natural and anthropogenic impacts, a promise for the survival of shallow reefs. The potential role of mesophotic reefs as universal refuges is often highlighted in reef conservation research. This hypothesis rests on two assumptions: (i) that there is considerable overlap in species composition and connectivity between shallow and deep populations and (ii) that deep reefs are less susceptible to anthropogenic and natural impacts than their shallower counterparts. Here we present evidence contradicting these assumptions and argue that mesophotic reefs are distinct, impacted, and in as much need of protection as shallow coral reefs.",14,"10.1126/science.aaq1614",2018,"Bongaerts, Pim",7,"Univ Queensland, Global Change Inst, Brisbane, Qld 4072","Australia"
"15",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Graham, Nicholas A. J.",1,"Univ Lancaster, Lancaster Environm Ctr, Lancaster","England"
"16",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Graham, Nicholas A. J.",1,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld","Australia"
"17",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Wilson, Shaun K.",2,"Dept Biodivers Conservat & Attract, Perth, WA","Australia"
"18",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Wilson, Shaun K.",2,"Univ Western Australia, Oceans Inst, Crawley, WA","Australia"
"19",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Carr, Peter",3,"Zool Soc London, Inst Zool, London","England"
"20",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Carr, Peter",3,"Univ Exeter, Coll Life & Environm Sci, Exeter, Devon","England"
"21",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Hoey, Andrew S.",4,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld","Australia"
"22",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"Jennings, Simon",5,"Int Council Explorat Sea, Copenhagen","Denmark"
"23",1680,"Seabirds enhance coral reef productivity and functioning in the absence of invasive rats","NATURE","INDIAN-OCEAN; INTRODUCED PREDATORS; CHAGOS ARCHIPELAGO; FOOD WEBS; ISLAND; MARINE; ECOLOGY; IMPACTS; PARROTFISHES; COMMUNITIES","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.",9,"10.1038/s41586-018-0202-3",2018,"MacNeil, M. Aaron",6,"Dalhousie Univ, Dept Biol, Halifax, NS","Canada"
"24",1681,"Keep cruises off remote coral reefs","NATURE","","",1,"10.1038/d41586-018-05453-x",2018,"Borsa, Philippe",1,"French Res Inst Dev, Noumea","New Caledonia"
"25",1681,"Keep cruises off remote coral reefs","NATURE","","",1,"10.1038/d41586-018-05453-x",2018,"Richer de Forges, Bertrand",2,"French Res Inst Dev, Noumea","New Caledonia"
"26",1681,"Keep cruises off remote coral reefs","NATURE","","",1,"10.1038/d41586-018-05453-x",2018,"Baudat-Franceschi, Julien",3,NA,NA
"27",1682,"Loss of coral reef growth capacity to track future increases in sea level","NATURE","CLIMATE-CHANGE; CARBONATE PRODUCTION; CALCIUM-CARBONATE; RISE; ATOLL; BIOEROSION; PATTERNS; IMPACTS; ISLANDS; SYSTEM","Sea-level rise (SLR) is predicted to elevate water depths above coral reefs and to increase coastal wave exposure as ecological degradation limits vertical reef growth, but projections lack data on interactions between local rates of reef growth and sea level rise. Here we calculate the vertical growth potential of more than 200 tropical western Atlantic and Indian Ocean reefs, and compare these against recent and projected rates of SLR under different Representative Concentration Pathway (RCP) scenarios. Although many reefs retain accretion rates close to recent SLR trends, few will have the capacity to track SLR projections under RCP4.5 scenarios without sustained ecological recovery, and under RCP8.5 scenarios most reefs are predicted to experience mean water depth increases of more than 0.5 m by 2100. Coral cover strongly predicts reef capacity to track SLR, but threshold cover levels that will be necessary to prevent submergence are well above those observed on most reefs. Urgent action is thus needed to mitigate climate, sea-level and future ecological changes in order to limit the magnitude of future reef submergence.",11,"10.1038/s41586-018-0194-z",2018,"Perry, Chris T.",1,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter, Devon","England"
"28",1682,"Loss of coral reef growth capacity to track future increases in sea level","NATURE","CLIMATE-CHANGE; CARBONATE PRODUCTION; CALCIUM-CARBONATE; RISE; ATOLL; BIOEROSION; PATTERNS; IMPACTS; ISLANDS; SYSTEM","Sea-level rise (SLR) is predicted to elevate water depths above coral reefs and to increase coastal wave exposure as ecological degradation limits vertical reef growth, but projections lack data on interactions between local rates of reef growth and sea level rise. Here we calculate the vertical growth potential of more than 200 tropical western Atlantic and Indian Ocean reefs, and compare these against recent and projected rates of SLR under different Representative Concentration Pathway (RCP) scenarios. Although many reefs retain accretion rates close to recent SLR trends, few will have the capacity to track SLR projections under RCP4.5 scenarios without sustained ecological recovery, and under RCP8.5 scenarios most reefs are predicted to experience mean water depth increases of more than 0.5 m by 2100. Coral cover strongly predicts reef capacity to track SLR, but threshold cover levels that will be necessary to prevent submergence are well above those observed on most reefs. Urgent action is thus needed to mitigate climate, sea-level and future ecological changes in order to limit the magnitude of future reef submergence.",11,"10.1038/s41586-018-0194-z",2018,"Alvarez-Filip, Lorenzo",2,"Univ Nacl Autonoma Mexico, Inst Ciencias Mary & Limnol, Unidad Acad Sistemas Arrecifales, Biodivers & Reef Conservat Lab, Puerto Morelos","Mexico"
"29",1682,"Loss of coral reef growth capacity to track future increases in sea level","NATURE","CLIMATE-CHANGE; CARBONATE PRODUCTION; CALCIUM-CARBONATE; RISE; ATOLL; BIOEROSION; PATTERNS; IMPACTS; ISLANDS; SYSTEM","Sea-level rise (SLR) is predicted to elevate water depths above coral reefs and to increase coastal wave exposure as ecological degradation limits vertical reef growth, but projections lack data on interactions between local rates of reef growth and sea level rise. Here we calculate the vertical growth potential of more than 200 tropical western Atlantic and Indian Ocean reefs, and compare these against recent and projected rates of SLR under different Representative Concentration Pathway (RCP) scenarios. Although many reefs retain accretion rates close to recent SLR trends, few will have the capacity to track SLR projections under RCP4.5 scenarios without sustained ecological recovery, and under RCP8.5 scenarios most reefs are predicted to experience mean water depth increases of more than 0.5 m by 2100. Coral cover strongly predicts reef capacity to track SLR, but threshold cover levels that will be necessary to prevent submergence are well above those observed on most reefs. Urgent action is thus needed to mitigate climate, sea-level and future ecological changes in order to limit the magnitude of future reef submergence.",11,"10.1038/s41586-018-0194-z",2018,"Graham, Nicholas A. J.",3,"Univ Lancaster, Lancaster Environm Ctr, Lancaster","England"
"30",1682,"Loss of coral reef growth capacity to track future increases in sea level","NATURE","CLIMATE-CHANGE; CARBONATE PRODUCTION; CALCIUM-CARBONATE; RISE; ATOLL; BIOEROSION; PATTERNS; IMPACTS; ISLANDS; SYSTEM","Sea-level rise (SLR) is predicted to elevate water depths above coral reefs and to increase coastal wave exposure as ecological degradation limits vertical reef growth, but projections lack data on interactions between local rates of reef growth and sea level rise. Here we calculate the vertical growth potential of more than 200 tropical western Atlantic and Indian Ocean reefs, and compare these against recent and projected rates of SLR under different Representative Concentration Pathway (RCP) scenarios. Although many reefs retain accretion rates close to recent SLR trends, few will have the capacity to track SLR projections under RCP4.5 scenarios without sustained ecological recovery, and under RCP8.5 scenarios most reefs are predicted to experience mean water depth increases of more than 0.5 m by 2100. Coral cover strongly predicts reef capacity to track SLR, but threshold cover levels that will be necessary to prevent submergence are well above those observed on most reefs. Urgent action is thus needed to mitigate climate, sea-level and future ecological changes in order to limit the magnitude of future reef submergence.",11,"10.1038/s41586-018-0194-z",2018,"Mumby, Peter J.",4,"Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld","Australia"
