ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1843,"Madin, Joshua S.; Connolly, Sean R.",Ecological consequences of major hydrodynamic disturbances on coral reefs,NATURE,RESILIENCE; ECOSYSTEMS; TSUNAMI,"A recent tsunami(1,2) and an apparent increase in the frequency of severe tropical storms(3-5) underscore the need to understand and predict the ecological consequences of major hydrodynamic disturbances(6). Reef corals provide the habitat structure that sustains the high biodiversity of tropical reefs(7), and thus provide the foundation for the ecosystem goods and services that are critical to many tropical societies(6,8). Here we integrate predictions from oceanographic models(9) with engineering theory, to predict the dislodgement of benthic reef corals during hydrodynamic disturbances. This generalizes earlier work(10,11), by incorporating colonies of any shape and by explicitly examining the effects of hydrodynamic gradients on coral assemblage structure. Afield test shows that this model accurately predicts changes in the mechanical vulnerability of coral colonies, and thus their size and shape, with distance from the reef crest. This work provides a general framework for understanding and predicting the effects of hydrodynamic disturbances on coral reef communities; such disturbances have a major role in determining species zonation(12,13) and coexistence(14) on coral reefs, and are critical determinants of how coral assemblages will respond to changes in the frequency and intensity of tropical storms associated with a changing climate(3-5,15).","James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; Univ Calif Santa Barbara, Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA",158,10.1038/nature05328,2006
1844,"Jameson, Stephen C.",How protected are coral reefs?,SCIENCE,,,"Coral Seas Inc, Integrated Costal Zone Management, The Plains, VA 20198 USA",1,,2006
1845,"Ricciardi, Anthony",How protected are coral reefs?,SCIENCE,,,"McGill Univ, Redpath Museum, Montreal, PQ H3A 2K6, Canada",2,,2006
1846,"McManus, Ed; Besancon, Charles; Johnson, Tim",How protected are coral reefs?,SCIENCE,,,"United Nations Environm Programme, World Conservat Monitoring Ctr, Cambridge CB3 0DL, England",0,,2006
1847,"Mora, Camilo; Andrefouet, Serge; Costello, Mark J.; Kranenburg, Christine; Rollo, Audrey; Veron, John; Gaston, Kevin J.; Myers, Ransom A.",How protected are coral reefs? Response,SCIENCE,,,"Dalhousie Univ, Dept Biol, Halifax, NS B3H 4J1, Canada; Univ Auckland, Leigh Marine Lab, Warkworth, New Zealand; Inst Rech Dev, Noumea, New Caledonia; Univ S Florida, Inst Marine Remote Sensing, St Petersburg, FL 33701 USA; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Univ Sheffield, Dept Anim & Plant Sci, Biodivers & Macroecol Grp, Sheffield S10 2TN, S Yorkshire, England",2,,2006
1848,"Spalding, Mark; Kelleher, Graeme; Boucher, Timothy; Fish, Lucy",How protected are coral reefs?,SCIENCE,,,"Nature Conservancy, Global Conservat Approach Team, Arlington, VA 22203 USA; World Commiss Protected Areas High Seas MPA Task, Canberra, ACT 2614, Australia; UNEP, WCMC, Cambridge CB3 0DL, England",2,,2006
1849,"Matear, Richard J.; McNeil, Ben I.","Comment on ""Preindustrial to modern interdecadal variability in coral reef pH""",SCIENCE,GREAT-BARRIER-REEF; CARBON BUDGET; CO2,,"Commonwealth Sci & Ind Res Org Marine & Atmospher, Hobart, Tas, Australia; Antarctic Climate & Ecosyst Cooperat Res Ctr, Hobart, Tas, Australia; Univ New S Wales, Sch Math, Climate & Environm Dynam Lab, Sydney, NSW, Australia",7,10.1126/science.1128198,2006
1850,"Pelejero, Carles; Calvo, Eva; McCulloch, Malcolm T.; Marshall, John F.; Gagan, Michael K.; Lough, Janice M.; Opdyke, Bradley N.","Response to comment on ""Preindustrial to modern interdecadal variability in coral reef pH""",SCIENCE,COMMUNITY METABOLISM; SKELETAL DELTA-C-13; CARBON; FLUXES; LIGHT,,"ICREA, Inst Catalan Recerca & Estudis Avancats, Barcelona 08003, Catalonia, Spain; CSIC, ICM, Inst Ciencias Mar, Barcelona 08003, Catalonia, Spain; CSIC, CMIMA, Inst Ciencias Mar, Barcelona 08003, Catalonia, Spain; Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; Geosci Australia, Petr & Marine Div, Canberra, ACT 2601, Australia; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Australian Natl Univ, Dept Earth & Marine Sci, Canberra, ACT 0200, Australia",4,10.1126/science.1128502,2006
1851,"Dornelas, Maria; Connolly, Sean R.; Hughes, Terence P.","Coral reef diversity refutes the neutral theory of biodiversity (vol 440, pg 80, 2006)",NATURE,,,,3,10.1038/nature05187,2006
1852,"Dawson, MN; Grosberg, RK; Botsford, LW",Connectivity in marine protected areas,SCIENCE,CORAL-REEF FISH; RESERVES; FISHERIES; SUSTAINABILITY; POPULATIONS; EVOLUTION,,"Univ Calif Davis, Coll Biol Sci, Sect Evolut & Ecol, Davis, CA 95616 USA; Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis, CA 95616 USA",19,,2006
1853,"Mora, C; Andrefouet, S; Costello, MJ; Kranenburg, C; Rollo, A; Veron, J; Gaston, KJ; Myers, RA",Coral reefs and the global network of marine protected areas,SCIENCE,POPULATIONS; RESERVES,,"Univ Auckland, Leigh Marine Lab, Warkworth, New Zealand; Dalhousie Univ, Dept Biol Sci, Halifax, NS B4H 4J1, Canada; Inst Rech Dev, Noumea, New Caledonia; Univ S Florida, Inst Marine Remote Sensing, St Petersburg, FL 33701 USA; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Univ Sheffield, Biodivers & Macroecol Grp, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England",276,10.1126/science.1125295,2006
1854,"Montagna, P; McCulloch, M; Taviani, M; Mazzoli, C; Vendrell, B",Phosphorus in cold-water corals as a proxy for seawater nutrient chemistry,SCIENCE,MARINE-SEDIMENTS; SEA; ACCUMULATION; SKELETONS; CARBONATE; PRIMNOA,Phosphorus is a key macronutrient being strongly enriched in the deep ocean as a result of continuous export and remineralization of biomass from primary production. We show that phosphorus incorporated within the skeletons of the cosmopolitan cold-water coral Desmophyllum dianthus is directly proportional to the ambient seawater phosphorus concentration and thus may serve as a paleo-oceanographic proxy for variations in ocean productivity as well as changes in the residence times and sources of deep-water masses. The application of this tool to fossil specimens from the Mediterranean reveals phosphorus-enriched bottom waters at the end of the Younger Dryas period.,"ICRAM, I-00166 Rome, Italy; Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; CNR, Ist Sci Marine, I-40129 Bologna, Italy; Univ Padua, Dipartimento Mineral & Petrol, I-35137 Padua, Italy; CNR, Ist Geosci & Georisorse, I-35137 Padua, Italy; CSIC, Inst Ciencias Mar, E-08003 Barcelona, Spain",64,10.1126/science.1125781,2006
1855,"Lovis, C; Mayor, M; Pepe, F; Alibert, Y; Benz, W; Bouchy, F; Correia, ACM; Laskar, J; Mordasini, C; Queloz, D; Santos, NC; Udry, S; Bertaux, JL; Sivan, JP",An extrasolar planetary system with three Neptune-mass planets,NATURE,MAIN-SEQUENCE STARS; SOLAR PLANETS; HARPS SEARCH; CORALIE SURVEY; MU-ARAE; JUPITER; MODELS; MIGRATION,"Over the past two years, the search for low-mass extrasolar planets has led to the detection of seven so-called 'hot Neptunes' or 'super-Earths' around Sun-like stars. These planets have masses 5 - 20 times larger than the Earth and are mainly found on close-in orbits with periods of 2 - 15 days. Here we report a system of three Neptune-mass planets with periods of 8.67, 31.6 and 197 days, orbiting the nearby star HD 69830. This star was already known to show an infrared excess possibly caused by an asteroid belt within 1 AU ( the Sun - Earth distance). Simulations show that the system is in a dynamically stable configuration. Theoretical calculations favour a mainly rocky composition for both inner planets, while the outer planet probably has a significant gaseous envelope surrounding its rocky/icy core; the outer planet orbits within the habitable zone of this star.","Observ Geneva, CH-1290 Sauverny, Switzerland; Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; Observ Haute Provence, F-04870 St Michel lObservatoire, France; Inst Astrophys, F-75014 Paris, France; Univ Aveiro, Dept Fis, P-3810193 Aveiro, Portugal; IMCCE, CNRS, UMR 8028, F-75014 Paris, France; Univ Lisbon, Ctr Astron & Astrofis, Observ Astron Lisboa, P-1349018 Lisbon, Portugal; Colegio Luis Verney, Ctr Geofis Evora, P-7002554 Evora, Portugal; CNRS, Serv Aeron, F-91371 Verrieres Le Buisson, France; Lab Astrophys Marseille, F-13013 Marseille, France",273,10.1038/nature04828,2006
1856,"Stanley, GD",Ecology - Photosymbiosis and the evolution of modern coral reefs,SCIENCE,,,"Univ Montana, Paleontol Ctr, Missoula, MT 59812 USA",70,10.1126/science.1123701,2006
1857,"Roberts, JM; Wheeler, AJ; Freiwald, A",Reefs of the deep: The biology and geology of cold-water coral ecosystems,SCIENCE,NORTHEAST ATLANTIC; LOPHELIA-PERTUSA; SEA CORALS; ROCKALL TROUGH; NE ATLANTIC; MOUNDS; OCEAN; SCLERACTINIA; VENTILATION; IMPACTS,"Coral reefs are generally associated with shallow tropical seas; however, recent deep-ocean exploration using advanced acoustics and submersibles has revealed unexpectedly widespread and diverse coral ecosystems in deep waters on continental shelves, slopes, seamounts, and ridge systems around the world. Advances reviewed here include the use of corals as paleoclimatic archives and their biogeological functioning, biodiversity, and biogeography. Threats to these fragile, long-lived, and rich ecosystems are mounting: The impacts of deep-water trawling are already widespread, and effects of ocean acidification are potentially devastating.","Scottish Assoc Marine Sci, Dunstaffnage Marine Lab, Oban PA37 1QA, Argyll, Scotland; Natl Univ Ireland Univ Coll Cork, Dept Geol, Cork, Ireland; Natl Univ Ireland Univ Coll Cork, Environm Res Inst, Cork, Ireland; Erlangen Univ, Inst Paleontol, D-91054 Erlangen, Germany",484,10.1126/science.1119861,2006
1858,"Grottoli, AG; Rodrigues, LJ; Palardy, JE",Heterotrophic plasticity and resilience in bleached corals,NATURE,REEF CORALS; TISSUE BIOMASS; CLIMATE-CHANGE; MORTALITY; ZOOPLANKTON; HAWAIIAN; PATTERNS; PACIFIC; CARBON; EVENT,"Mass coral bleaching events caused by elevated seawater temperatures(1,2) have resulted in extensive coral mortality throughout the tropics over the past few decades(3,4). With continued global warming, bleaching events are predicted to increase in frequency and severity, causing up to 60% coral mortality globally within the next few decades(4-6). Although some corals are able to recover and to survive bleaching(7,8), the mechanisms underlying such resilience are poorly understood. Here we show that the coral host has a significant role in recovery and resilience. Bleached and recovering Montipora capitata (branching) corals met more than 100% of their daily metabolic energy requirements by markedly increasing their feeding rates and CHAR (per cent contribution of heterotrophically acquired carbon to daily animal respiration), whereas Porites compressa (branching) and Porites lobata (mounding) corals did not. These findings suggest that coral species with high-CHAR capability during bleaching and recovery, irrespective of morphology, will be more resilient to bleaching events over the long term, could become the dominant coral species on reefs, and may help to safeguard affected reefs from potential local and global extinction.","Ohio State Univ, Dept Geol Sci, Columbus, OH 43210 USA; Villanova Univ, Dept Biol, Villanova, PA 19085 USA; Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA",342,10.1038/nature04565,2006
1859,"Briggs, RW; Sieh, K; Meltzner, AJ; Natawidjaja, D; Galetzka, J; Suwargadi, B; Hsu, YJ; Simons, M; Hananto, N; Suprihanto, I; Prayudi, D; Avouac, JP; Prawirodirdjo, L; Bock, Y",Deformation and slip along the Sunda Megathrust in the great 2005 Nias-Simeulue earthquake,SCIENCE,SUMATRAN SUBDUCTION ZONE; CRUSTAL DEFORMATION; BOUNDARY; MODEL; MICROATOLLS; MECHANISM; INDONESIA; HISTORY; JAPAN; ARC,"Seismic rupture produced spectacular tectonic deformation above a 400-kilometer strip of the Sunda megathrust, offshore northern Sumatra, in March 2005. Measurements from coral microatolls and Global Positioning System stations reveal trench-parallel belts of uplift up to 3 meters high on the outer-arc islands above the rupture and a 1-meter-deep subsidence trough farther from the trench. Surface deformation reflects more than 11 meters of fault slip under the islands and a pronounced lessening of slip trenchward. A saddle in megathrust slip separates the northwestern edge of the 2005 rupture from the great 2004 Sumatra-Andaman rupture. The southeastern edge abuts a predominantly aseismic section of the megathrust near the equator.","CALTECH, Div Geol & Planetary Sci, Tecton Observ, Pasadena, CA 91125 USA; Indonesian Inst Sci, Res Ctr Geotechnol, Bandung, Indonesia; Jl Mahoni, Kota Jakarta 14270, Indonesia; Univ Calif San Diego, Scripps Inst Oceanog, Cecil H & Ida M Green Inst Geophys & Planetary Ph, La Jolla, CA 92093 USA",205,10.1126/science.1122602,2006
1860,"Overpeck, JT; Otto-Bliesner, BL; Miller, GH; Muhs, DR; Alley, RB; Kiehl, JT",Paleoclimatic evidence for future ice-sheet instability and rapid sea-level rise,SCIENCE,LAST INTERGLACIAL PERIOD; ANTARCTIC PENINSULA; GLACIAL CYCLES; CLIMATE; 21ST-CENTURY; DURATION; CORALS; RECORD; GROWTH; AGES,"Sea-level rise from melting of polar ice sheets is one of the largest potential threats of future climate change. Polar warming by the year 2100 may reach levels similar to those of 130,000 to 127,000 years ago that were associated with sea levels several meters above modern levels; both the Greenland Ice Sheet and portions of the Antarctic Ice Sheet may be vulnerable. The record of past ice-sheet melting indicates that the rate of future melting and related sea-level rise could be faster than widely thought.","Univ Arizona, Dept Geosci, Inst Study Planet Earth, Tucson, AZ 85721 USA; Univ Arizona, Dept Atmospher Sci, Tucson, AZ 85721 USA; Natl Ctr Atmospher Res, Boulder, CO 80307 USA; Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA; Univ Colorado, Dept Geol Sci, Boulder, CO 80309 USA; US Geol Survey, Lakewood, CO 80225 USA; Penn State Univ, Dept Geosci, University Pk, PA 16802 USA; Penn State Univ, Penn State Ice & Climate Explorat Ctr, University Pk, PA 16802 USA",281,10.1126/science.1115159,2006
1861,"Pandolfi, JM",Ecology - Corals fail a test of neutrality,NATURE,COMMUNITIES,,"Univ Queensland, Dept Earth Sci, Brisbane, Qld 4072, Australia; Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia",4,10.1038/440035a,2006
1862,"Subarya, C; Chlieh, M; Prawirodirdjo, L; Avouac, JP; Bock, Y; Sieh, K; Meltzner, AJ; Natawidjaja, DH; McCaffrey, R",Plate-boundary deformation associated with the great Sumatra-Andaman earthquake,NATURE,GPS MEASUREMENTS; SUBDUCTION ZONE; CORAL MICROATOLLS; CRUSTAL MOTION; SEISMICITY; FAULT; ARC; CONSTRAINTS; INDONESIA; HISTORY,"The Sumatra - Andaman earthquake of 26 December 2004 is the first giant earthquake ( moment magnitude M-w. 9.0) to have occurred since the advent of modern space-based geodesy and broadband seismology. It therefore provides an unprecedented opportunity to investigate the characteristics of one of these enormous and rare events. Here we report estimates of the ground displacement associated with this event, using near-field Global Positioning System ( GPS) surveys in northwestern Sumatra combined with in situ and remote observations of the vertical motion of coral reefs. These data show that the earthquake was generated by rupture of the Sunda subduction megathrust over a distance of >1,500 kilometres and a width of,150 kilometres. Megathrust slip exceeded 20 metres offshore northern Sumatra, mostly at depths shallower than 30 kilometres. Comparison of the geodetically and seismically inferred slip distribution indicates that,30 per cent additional fault slip accrued in the 1.5 months following the 500-second-long seismic rupture. Both seismic and aseismic slip before our re-occupation of GPS sites occurred on the shallow portion of the megathrust, where the large Aceh tsunami originated. Slip tapers off abruptly along strike beneath Simeulue Island at the southeastern edge of the rupture, where the earthquake nucleated and where an M-w = 7.2 earthquake occurred in late 2002. This edge also abuts the northern limit of slip in the 28 March 2005 M-w = 8.7 Nias - Simeulue earthquake.","CALTECH, Div Geol & Planetary Sci, Tecton Observ, Pasadena, CA 91125 USA; Natl Coordinating Agcy Surveys & Mapping, Cibinong 16911, Indonesia; Univ Calif San Diego, Scripps Inst Oceanog, Cecil H & Ida M Green Inst Geophys & Planetary Ph, La Jolla, CA 92093 USA; Indonesian Inst Sci, Res Ctr Geotechnol, Bandung 40135, Indonesia; Rensselaer Polytech Inst, Dept Earth & Environm Sci, Troy, NY 12180 USA",268,10.1038/nature04522,2006
1863,"Dornelas, M; Connolly, SR; Hughes, TP",Coral reef diversity refutes the neutral theory of biodiversity,NATURE,SPECIES-ABUNDANCE DISTRIBUTION; FOREST BIODIVERSITY; LONG-TERM; COMMUNITIES; ECOLOGY; HYPOTHESIS; STABILITY; MODEL,"The global decline of coral reefs(1,2) highlights the need to understand the mechanisms that regulate community structure and sustain biodiversity in these systems. The neutral theory, which assumes that individuals are demographically identical regardless of species, seeks to explain ubiquitous features of community structure and biodiversity patterns(3-5). Here we present a test of neutral-theory predictions with the use of an extensive species-level data set of Indo-Pacific coral communities. We show that coral assemblages differ markedly from neutral-model predictions for patterns of community similarity and the relative abundance of species. Within local communities, neutral models do not fit relative abundance distributions as well as the classical log-normal distribution. Relative abundances of species across local communities also differ markedly from neutral-theory predictions: coral communities exhibit community similarity values that are far more variable, and lower on average, than the neutral theory can produce. Empirical community similarities deviate from the neutral model in a direction opposite to that predicted in previous critiques of the neutral theory(6-9). Instead, our results support spatio-temporal environmental stochasticity as a major driver of diversity patterns on coral reefs(10,11).","James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, Sch Marine Biol & Aquaculture, Townsville, Qld 4811, Australia",156,10.1038/nature04534,2006
1864,"Kintisch, E",AAAS Annual Meeting - Don't sugarcoat corals,SCIENCE,,,,1,,2006
1865,"Mellars, P",A new radiocarbon revolution and the dispersal of modern humans in Eurasia,NATURE,MODERN HUMAN ORIGINS; CALIBRATION; EUROPE; BP; SCALE; NEANDERTHAL; CHRONOLOGY; DELTA-C-14; PROGRESS; CORALS,"Radiocarbon dating has been fundamental to the study of human cultural and biological development over the past 50,000 yr. Two recent developments in the methodology of radiocarbon dating show that the speed of colonization of Europe by modern human populations was more rapid than previously believed, and that their period of coexistence with the preceding Neanderthal was shorter.","Univ Cambridge, Dept Archaeol, Cambridge CB2 3DZ, England",223,10.1038/nature04521,2006
1866,"Steneck, RS",Staying connected in a turbulent world,SCIENCE,FISHERY MANAGEMENT; MARINE RESERVES; CORAL-REEFS,,"Univ Maine, Darling Marine Ctr, Sch Marine Sci, Walpole, ME 04573 USA",23,10.1126/science.1123541,2006
1867,"Cowen, RK; Paris, CB; Srinivasan, A",Scaling of connectivity in marine populations,SCIENCE,CORAL-REEF FISH; GREAT-BARRIER-REEF; LARVAL DISPERSAL; CARIBBEAN CORAL; LOCAL RETENTION; RECRUITMENT; RESERVES; PATTERNS; DISTANCE; DESIGN,"Defining the scale of connectivity, or exchange, among marine populations and determining the factors driving this-exchange are pivotal to our understanding of the population dynamics, genetic structure, and biogeography of many coastal species. Using a high-resolution biophysical model for the Caribbean region, we report that typical larval dispersal distances of ecologically relevant magnitudes are on the scale of only 10 to 100 kilometers for a variety of reef fish species. We also show the importance of the early onset of active larval movement mediating the dispersal potential. In addition to self -recruitment, larval import from outside the local area is required to sustain most populations, although these population subsidies are very limited in particular systems. The results reveal distinct regions of population isolation based on larval dispersal that also correspond to genetic and morphological clines observed across a range of marine organisms.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA",823,10.1126/science.1122039,2006
1868,"Hoegh-Guldberg, O",Ecology - Complexities of coral reef recovery,SCIENCE,RESERVES,,"Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia",13,10.1126/science.1122951,2006
1869,"Mumby, PJ; Dahlgren, CP; Harborne, AR; Kappel, CV; Micheli, F; Brumbaugh, DR; Holmes, KE; Mendes, JM; Broad, K; Sanchirico, JN; Buch, K; Box, S; Stoffle, RW; Gill, AB","Fishing, trophic cascades, and the process of grazing on coral reefs",SCIENCE,ALGAL COMMUNITIES; MARINE RESERVE; MASS MORTALITY; FISHES; DYNAMICS; HERBIVORY; BIOMASS; SIZE,"Since the mass mortality of the urchin Diadema antillarum in 1983, parrotfishes have become the dominant grazer on Caribbean reefs. The grazing capacity of these fishes could be impaired if marine reserves achieve their long-term goal of restoring large consumers, several of which prey on parrotfishes. Here we compare the negative impacts of enhanced predation with the positive impacts of reduced fishing mortality on parrotfishes inside reserves. Because large-bodied parrotfishes escape the risk of predation from a large piscivore (the Nassau grouper), the predation effect reduced grazing by only 4 to 8%. This impact was overwhelmed by the increase in density of large parrotfishes, resulting in a net doubling of grazing. Increased grazing caused a fourfold reduction in the cover of macroalgae, which, because they are the principal competitors of corals, highlights the potential importance of reserves for coral reef resilience.","Univ Exeter, Marine Spatial Ecol Lab, Sch Biosci, Exeter EX4 4PS, Devon, England; Perry Inst Marine Sci, Jupiter, FL 33477 USA; Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; Amer Museum Nat Hist, Ctr Biodivers & Conservat, New York, NY 10024 USA; Univ W Indies, Dept Life Sci, Kingston 7, Jamaica; Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Affairs & Policy, Miami, FL 33149 USA; Resources Future Inc, Washington, DC 20036 USA; Univ Arizona, Bur Appl Res Anthropol, Tucson, AZ 85721 USA; Cranfield Univ, Inst Water & Environm, Silsoe MK45 4DT, Beds, England",503,10.1126/science.1121129,2006
1870,"Gramling, C",Conservation biology - Hawaii's coral trees feel the sting of foreign wasps,SCIENCE,,"The coral trees, known as Erythrina, on the island state of Hawaii have been infested by the parasitic wasps Quadratichus erythrinae. These wasps lay their eggs in the green stems and leaves of the trees, creating outbreaks of tumors that stunt the trees' growth and eventually kill them. The wasps disperse easily as larvae-infested tissue falls off and is scattered with the wind, or as adult wasps emerge to lay more eggs in new growth. Researchers are desperately searching for a natural enemy of these wasps to use as biological control agents.",,10,10.1126/science.310.5755.1759,2005
1871,"Robinson, LF; Adkins, JF; Keigwin, LD; Southon, J; Fernandez, DP; Wang, SL; Scheirer, DS",Radiocarbon variability in the western North Atlantic during the last deglaciation,SCIENCE,DEEP-SEA CORALS; MILLENNIAL-SCALE CHANGES; CAL KYR BP; GLACIAL MAXIMUM; SOUTHERN-OCEAN; THERMOHALINE CIRCULATION; SURFACE-TEMPERATURE; INTERMEDIATE WATER; AGE CALIBRATION; CLIMATE-CHANGE,"We present a detailed history of glacial to Holocene radiocarbon in the deep western North Atlantic from deep-sea corals and paired benthic-planktonic foraminifera. The deglaciation is marked by switches between radiocarbon-enriched and -depleted waters, leading to large radiocarbon gradients in the water column. These changes played an important role in modulating atmospheric radiocarbon. The deep-ocean record supports the notion of a bipolar seesaw with increased Northem-source deep-water formation linked to Northern Hemisphere warming and the reverse. In contrast, the more frequent radiocarbon variations in the intermediate/deep ocean are associated with roughly synchronous changes at the poles.","CALTECH, Pasadena, CA 91125 USA; Woods Hole Oceanog Inst, Dept Geol & Geophys, McLean Lab, Woods Hole, MA 02543 USA; Univ Calif Irvine, Earth Syst Sci Dept, Irvine, CA 92697 USA; US Geol Survey, Menlo Pk, CA 94025 USA",179,10.1126/science.1114832,2005
1872,"Pelejero, C; Calvo, E; McCulloch, MT; Marshall, JF; Gagan, MK; Lough, JM; Opdyke, BN",Preindustrial to modern interdecadal variability in coral reef pH,SCIENCE,BORON ISOTOPIC COMPOSITION; ATMOSPHERIC CARBON-DIOXIDE; GREAT-BARRIER-REEF; ANTHROPOGENIC CO2; MARINE PLANKTON; PACIFIC-OCEAN; NORTH PACIFIC; CALCIFICATION; OSCILLATION; SEAWATER,"The oceans are becoming more acidic due to absorption of anthropogenic carbon dioxide from the atmosphere. The impact of ocean acidification on marine ecosystems is unclear, but it will likely depend on species adaptability and the rate of change of seawater pH relative to its natural variability. To constrain the natural variability in reef-water pH, we measured boron isotopic compositions in a similar to 300-year-old massive Porites coral from the southwestern Pacific. Large variations in pH are found over similar to 50-year cycles that covary with the Interdecadal Pacific Oscillation of ocean-atmosphere anomalies, suggesting that natural pH cycles can modulate the impact of ocean acidification on coral reef ecosystems.","Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Australian Natl Univ, Dept Earth & Marine Sci, Canberra, ACT 0200, Australia",124,10.1126/science.1113692,2005
1873,"Orr, JC; Fabry, VJ; Aumont, O; Bopp, L; Doney, SC; Feely, RA; Gnanadesikan, A; Gruber, N; Ishida, A; Joos, F; Key, RM; Lindsay, K; Maier-Reimer, E; Matear, R; Monfray, P; Mouchet, A; Najjar, RG; Plattner, GK; Rodgers, KB; Sabine, CL; Sarmiento, JL; Schlitzer, R; Slater, RD; Totterdell, IJ; Weirig, MF; Yamanaka, Y; Yool, A",Anthropogenic ocean acidification over the twenty-first century and its impact on calcifying organisms,NATURE,ATMOSPHERIC CARBON-DIOXIDE; PRINCE-WILLIAM-SOUND; TERRA-NOVA BAY; ROSS SEA; ARAGONITE PRODUCTION; PACIFIC SECTOR; SOUTHERN-OCEAN; VERTICAL FLUX; CO2; ANTARCTICA,"Today's surface ocean is saturated with respect to calcium carbonate, but increasing atmospheric carbon dioxide concentrations are reducing ocean pH and carbonate ion concentrations, and thus the level of calcium carbonate saturation. Experimental evidence suggests that if these trends continue, key marine organisms - such as corals and some plankton - will have difficulty maintaining their external calcium carbonate skeletons. Here we use 13 models of the ocean - carbon cycle to assess calcium carbonate saturation under the IS92a 'business-as-usual' scenario for future emissions of anthropogenic carbon dioxide. In our projections, Southern Ocean surface waters will begin to become undersaturated with respect to aragonite, a metastable form of calcium carbonate, by the year 2050. By 2100, this undersaturation could extend throughout the entire Southern Ocean and into the subarctic Pacific Ocean. When live pteropods were exposed to our predicted level of undersaturation during a two-day shipboard experiment, their aragonite shells showed notable dissolution. Our findings indicate that conditions detrimental to high-latitude ecosystems could develop within decades, not centuries as suggested previously.","CEA Saclay, UMR CEA CNRS, Lab Sci Climat & Environm, F-91191 Gif Sur Yvette, France; Calif State Univ San Marcos, Dept Biol Sci, San Marcos, CA 92096 USA; Ctr IRD Bretagne, LOCEAN, F-29280 Plouzane, France; Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA; NOAA, Pacific Marine Environm Lab, Seattle, WA 98115 USA; NOAA, Geophys Fluid Dynam Lab, Princeton, NJ 08542 USA; Univ Calif Los Angeles, Inst Geophys & Planetary Phys, Los Angeles, CA 90095 USA; Frontier Res Ctr Global Change, Yokohama, Kanagawa 2360001, Japan; Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; Princeton Univ, Atmospher & Ocean Sci Program, Princeton, NJ 08544 USA; Natl Ctr Atmospher Res, Boulder, CO 80307 USA; Max Planck Inst Meteorol, D-20146 Hamburg, Germany; CSIRO, Marine Res & Antarctic Climate & Ecosyst CRC, Hobart, Tas 7001, Australia; Univ Liege, Astrophys & Geophys Inst, B-4000 Liege, Belgium; Penn State Univ, Dept Meteorol, University Pk, PA 16802 USA; Univ Paris 06, LOCEAN, F-75252 Paris, France; Alfred Wegener Inst Polar & Marine Res, D-27515 Bremerhaven, Germany; Natl Oceanog Ctr Southampton, Southampton SO14 3ZH, Hants, England",2227,10.1038/nature04095,2005
1874,"Connolly, SR; Hughes, TP; Bellwood, DR; Karlson, RH",Community structure of corals and reef fishes at multiple scales,SCIENCE,SPECIES ABUNDANCE DISTRIBUTIONS; NEUTRAL THEORY; BIODIVERSITY; POPULATION; RESILIENCE; PATTERNS; COMPETITION; ECOSYSTEMS; DIVERSITY,"Distributions of numerical abundance and resource use among species are fundamental aspects of community structure. Here we characterize these patterns for tropical reef fishes and corals across a 10,000-kilometer biodiversity gradient. Numerical abundance and resource-use distributions have similar shapes, but they emerge at markedly different scales. These results are consistent with a controversial null hypothesis regarding community structure, according to which abundance distributions arise from the interplay of multiple stochastic environmental and demographic factors. Our findings underscore the importance of robust conservation strategies that are appropriately scaled to the broad suite of environmental processes that help sustain biodiversity.","James Cook Univ N Queensland, Dept Marine Biol, Ctr Coral Reef Biodivers, Townsville, Qld 4811, Australia; Univ Delaware, Dept Biol Sci, Newark, DE 19716 USA",90,10.1126/science.1113281,2005
